Season,Team,W,L,OD_Salary,Current,AVG Salary,Median,Success_Score,LeagueID,DivisionID,Rank,Division_Win,Wildcard_Win,League_Win,WorldSeries_Win,Name
2012,PIT,79,83,62950999.0,62950999.0,2248250,1008333,48.77,NL,C,4,N,N,N,N,Pittsburgh Pirates
2012,SDP,76,86,54578033.0,54578033.0,2021409,1250000,46.91,NL,W,4,N,N,N,N,San Diego Padres
2012,SEA,75,87,81978100.0,81978100.0,2927789,495150,46.3,AL,W,4,N,N,N,N,Seattle Mariners
2012,SFG,94,68,117620683.0,117620683.0,3920689,1275000,58.02,NL,W,1,Y,N,Y,Y,San Francisco Giants
2012,STL,88,74,110300862.0,110300862.0,3939317,800000,54.32,NL,C,2,N,Y,N,N,St. Louis Cardinals
2012,TBR,90,72,64173500.0,64173500.0,2291911,1425000,55.56,AL,E,3,N,N,N,N,Tampa Bay Rays
2012,TEX,93,69,104260974.0,104260974.0,4170439,3250000,57.41,AL,W,2,N,Y,N,N,Texas Rangers
2012,TOR,73,89,92489200.0,92489200.0,3082973,2138750,45.06,AL,E,4,N,N,N,N,Toronto Blue Jays
2012,WSN,98,64,81336143.0,81336143.0,2623747,800000,60.49,NL,E,1,Y,N,N,N,Washington Nationals
2013,ARI,81,81,75105500.0,75105500.0,3265457,1900000,50.0,NL,W,2,N,N,N,N,Arizona Diamondbacks
2013,ATL,96,66,73600692.0,73600692.0,3345486,1550000,59.26,NL,E,1,Y,N,N,N,Atlanta Braves
2013,BAL,85,77,97800262.0,97800262.0,4075011,2000000,52.47,AL,E,3,N,N,N,N,Baltimore Orioles
2013,BOS,97,65,156522142.0,156522142.0,5797116,4250000,59.88,AL,E,1,Y,N,Y,Y,Boston Red Sox
2013,CHC,66,96,103313676.0,103313676.0,3826432,1750000,40.74,NL,C,5,N,N,N,N,Chicago Cubs
2013,CHW,63,99,117545777.0,117545777.0,4897741,2550000,38.89,AL,C,5,N,N,N,N,Chicago White Sox
2013,CIN,90,72,90025772.0,90025772.0,3914164,3060000,55.56,NL,C,3,N,Y,N,N,Cincinnati Reds
2013,CLE,92,70,76271300.0,76271300.0,2824863,1000000,56.79,AL,C,2,N,Y,N,N,Cleveland Indians
2013,COL,74,88,64278071.0,64278071.0,2921731,1250000,45.68,NL,W,5,N,N,N,N,Colorado Rockies
2013,DET,93,69,151420000.0,151420000.0,6583478,4000000,57.41,AL,C,1,Y,N,N,N,Detroit Tigers
2013,HOU,51,111,18825200.0,18825200.0,896438,496600,31.48,AL,W,5,N,N,N,N,Houston Astros
2013,KCR,86,76,74821300.0,74821300.0,3400968,1190000,53.09,AL,C,3,N,N,N,N,Kansas City Royals
2013,LAA,78,84,127896250.0,127896250.0,4736898,3500000,48.15,AL,W,3,N,N,N,N,Los Angeles Angels of Anaheim
2013,LAD,92,70,184550552.0,184550552.0,7382022,5250000,56.79,NL,W,1,Y,N,N,N,Los Angeles Dodgers
2013,MIA,62,100,35857000.0,35857000.0,1434280,625000,38.27,NL,E,5,N,N,N,N,Miami Marlins
2013,MIL,74,88,78893444.0,78893444.0,3155738,1450000,45.68,NL,C,4,N,N,N,N,Milwaukee Brewers
2013,MIN,66,96,72280000.0,72280000.0,3441905,675000,40.74,AL,C,4,N,N,N,N,Minnesota Twins
2013,NYM,74,88,68347948.0,68347948.0,2847831,625000,45.68,NL,E,4,N,N,N,N,New York Mets
2013,NYY,85,77,182832190.0,182832190.0,7032007,2975000,52.47,AL,E,4,N,N,N,N,New York Yankees
2013,OAK,96,66,40799500.0,40799500.0,1773891,700000,59.26,AL,W,1,Y,N,N,N,Oakland Athletics
2013,PHI,73,89,144895714.0,144895714.0,5795829,1350000,45.06,NL,E,4,N,N,N,N,Philadelphia Phillies
2013,PIT,94,68,77554000.0,77554000.0,2982846,1437500,58.02,NL,C,2,N,Y,N,N,Pittsburgh Pirates
2013,SDP,76,86,62805700.0,62805700.0,2243061,1122500,46.91,NL,W,3,N,N,N,N,San Diego Padres
2013,SEA,71,91,60296043.0,60296043.0,3173476,1500000,43.83,AL,W,4,N,N,N,N,Seattle Mariners
2013,SFG,76,86,134275834.0,134275834.0,5371033,1800000,46.91,NL,W,4,N,N,N,N,San Francisco Giants
2013,STL,97,65,112252086.0,112252086.0,4880525,2500000,59.88,NL,C,1,Y,N,Y,N,St. Louis Cardinals
2013,TBR,92,71,51903072.0,51903072.0,2162628,1750000,56.44,AL,E,2,N,Y,N,N,Tampa Bay Rays
2013,TEX,91,72,110917100.0,110917100.0,4621546,2825000,55.83,AL,W,2,N,N,N,N,Texas Rangers
2013,TOR,74,88,113044500.0,113044500.0,4186833,2750000,45.68,AL,E,5,N,N,N,N,Toronto Blue Jays
2013,WSN,86,76,111356769.0,111356769.0,4639865,3150000,53.09,NL,E,2,N,N,N,N,Washington Nationals
2014,ARI,64,98,102350333.0,102350333.0,3936551,2250000,39.51,NL,W,5,N,N,N,N,Arizona Diamondbacks
2014,ATL,79,83,83555673.0,83555673.0,2785189,1116428,48.77,NL,E,2,N,N,N,N,Atlanta Braves
2014,BAL,96,66,117878641.0,117878641.0,3802537,1025000,59.26,AL,E,1,Y,N,N,N,Baltimore Orioles
2014,BOS,71,91,143862395.0,143862395.0,5328237,2750000,43.83,AL,E,5,N,N,N,N,Boston Red Sox
2014,CHC,73,89,83046356.0,83046356.0,2965941,1742500,45.06,NL,C,5,N,N,N,N,Chicago Cubs
2014,CHW,73,89,88550982.0,88550982.0,3542039,2259815,45.06,AL,C,4,N,N,N,N,Chicago White Sox
2014,CIN,76,86,112878771.0,112878771.0,3319964,1150000,46.91,NL,C,4,N,N,N,N,Cincinnati Reds
2014,CLE,85,77,81700800.0,81700800.0,3142338,987500,52.47,AL,C,3,N,N,N,N,Cleveland Indians
2014,COL,66,96,95079071.0,95079071.0,3521447,1712500,40.74,NL,W,4,N,N,N,N,Colorado Rockies
2014,DET,90,72,172571526.0,172571526.0,6391538,2500000,55.56,AL,C,1,Y,N,N,N,Detroit Tigers
2014,HOU,70,92,44985800.0,44985800.0,1606636,507600,43.21,AL,W,4,N,N,N,N,Houston Astros
2014,KCR,89,73,84771000.0,84771000.0,3390840,1500000,54.94,AL,C,2,N,Y,Y,N,Kansas City Royals
2014,LAA,98,64,128046500.0,128046500.0,4415397,900000,60.49,AL,W,1,Y,N,N,N,Los Angeles Angels of Anaheim
2014,LAD,94,68,224021260.0,224021260.0,7467375,4007142,58.02,NL,W,1,Y,N,N,N,Los Angeles Dodgers
2014,MIA,77,85,52836900.0,52836900.0,1887032,1000000,47.53,NL,E,4,N,N,N,N,Miami Marlins
2014,MIL,82,80,102724338.0,102724338.0,3804605,850000,50.62,NL,C,3,N,N,N,N,Milwaukee Brewers
2014,MIN,70,92,84912500.0,84912500.0,3396500,1000000,43.21,AL,C,5,N,N,N,N,Minnesota Twins
2014,NYM,79,83,79231011.0,79231011.0,3047347,900000,48.77,NL,E,3,N,N,N,N,New York Mets
2014,NYY,84,78,204961807.0,204961807.0,8198472,3500000,51.85,AL,E,2,N,N,N,N,New York Yankees
2014,OAK,88,74,69720900.0,69720900.0,2324030,687500,54.32,AL,W,2,N,Y,N,N,Oakland Athletics
2014,PHI,73,89,152521056.0,152521056.0,5259347,1125000,45.06,NL,E,5,N,N,N,N,Philadelphia Phillies
2014,PIT,88,74,77340499.0,77340499.0,2974635,1600000,54.32,NL,C,2,N,Y,N,N,Pittsburgh Pirates
2014,SDP,77,85,81740028.0,81740028.0,2724668,1290000,47.53,NL,W,3,N,N,N,N,San Diego Padres
2014,SEA,87,75,89036142.0,89036142.0,3179862,800000,53.7,AL,W,3,N,N,N,N,Seattle Mariners
2014,SFG,88,74,141739108.0,141739108.0,5669564,4000000,54.32,NL,W,2,N,Y,Y,Y,San Francisco Giants
2014,STL,90,72,113020360.0,113020360.0,3897254,1000000,55.56,NL,C,1,Y,N,N,N,St. Louis Cardinals
2014,TBR,77,85,82035490.0,82035490.0,2828810,1475000,47.53,AL,E,4,N,N,N,N,Tampa Bay Rays
2014,TEX,67,95,102585846.0,102585846.0,3537443,1000000,41.36,AL,W,5,N,N,N,N,Texas Rangers
2014,TOR,83,79,125422600.0,125422600.0,5225942,3375000,51.23,AL,E,3,N,N,N,N,Toronto Blue Jays
2014,WSN,96,66,129366735.0,129366735.0,4791361,2700000,59.26,NL,E,1,Y,N,N,N,Washington Nationals
2015,ARI,79,83,69312833.0,69312833.0,2390098,526000,48.77,NL,W,3,N,N,N,N,Arizona Diamondbacks
2015,ATL,67,95,81247648.0,81247648.0,2901702,1083333,41.36,NL,E,4,N,N,N,N,Atlanta Braves
2015,BAL,81,81,119254299.0,119254299.0,3975143,2975000,50.0,AL,E,3,N,N,N,N,Baltimore Orioles
2015,BOS,78,84,146494748.0,146494748.0,5634413,2125000,48.15,AL,E,5,N,N,N,N,Boston Red Sox
2015,CHC,97,65,116654522.0,116654522.0,4166233,2515000,59.88,NL,C,3,N,Y,N,N,Chicago Cubs
2015,CHW,76,86,98712867.0,98712867.0,3525460,1250000,46.91,AL,C,4,N,N,N,N,Chicago White Sox
2015,CIN,64,98,116732284.0,116732284.0,4323418,2350000,39.51,NL,C,5,N,N,N,N,Cincinnati Reds
2015,CLE,81,80,86339067.0,86339067.0,3197743,1940000,50.31,AL,C,3,N,N,N,N,Cleveland Indians
2015,COL,68,94,98261171.0,98261171.0,3388316,1087600,41.98,NL,W,5,N,N,N,N,Colorado Rockies
2015,DET,74,87,172282250.0,172282250.0,6891290,3000000,45.96,AL,C,5,N,N,N,N,Detroit Tigers
2015,HOU,86,76,63564200.0,63564200.0,2354230,1000000,53.09,AL,W,2,N,Y,N,N,Houston Astros
2015,KCR,95,67,106164525.0,106164525.0,4246581,2640000,58.64,AL,C,1,Y,N,Y,Y,Kansas City Royals
2015,LAA,85,77,146449583.0,146449583.0,5049986,1312500,52.47,AL,W,3,N,N,N,N,Los Angeles Angels of Anaheim
2015,LAD,92,70,195495260.0,195495260.0,6981974,4541666,56.79,NL,W,1,Y,N,N,N,Los Angeles Dodgers
2015,MIA,71,91,84637500.0,84637500.0,3134722,1925000,43.83,NL,E,3,N,N,N,N,Miami Marlins
2015,MIL,68,94,98683035.0,98683035.0,3795501,529750,41.98,NL,C,4,N,N,N,N,Milwaukee Brewers
2015,MIN,83,79,107745000.0,107745000.0,4309800,2000000,51.23,AL,C,2,N,N,N,N,Minnesota Twins
2015,NYM,90,72,92576453.0,92576453.0,3428758,614125,55.56,NL,E,1,Y,N,Y,N,New York Mets
2015,NYY,87,75,191472857.0,191472857.0,6838316,2900000,53.7,AL,E,2,N,Y,N,N,New York Yankees
2015,OAK,68,94,69279166.0,69279166.0,2234812,517500,41.98,AL,W,5,N,N,N,N,Oakland Athletics
2015,PHI,63,99,108048000.0,108048000.0,3725793,600000,38.89,NL,E,5,N,N,N,N,Philadelphia Phillies
2015,PIT,98,64,83810832.0,83810832.0,2993244,1541666,60.49,NL,C,2,N,Y,N,N,Pittsburgh Pirates
2015,SDP,74,88,125861128.0,125861128.0,4495040,1825000,45.68,NL,W,4,N,N,N,N,San Diego Padres
2015,SEA,76,86,122706842.0,122706842.0,4719494,2252500,46.91,AL,W,4,N,N,N,N,Seattle Mariners
2015,SFG,84,78,166495942.0,166495942.0,5946284,4000000,51.85,NL,W,2,N,N,N,N,San Francisco Giants
2015,STL,100,62,117626957.0,117626957.0,4524114,1825000,61.73,NL,C,1,Y,N,N,N,St. Louis Cardinals
2015,TBR,80,82,73649584.0,73649584.0,2454986,750000,49.38,AL,E,4,N,N,N,N,Tampa Bay Rays
2015,TEX,88,74,112907373.0,112907373.0,3763579,812500,54.32,AL,W,1,Y,N,N,N,Texas Rangers
2015,TOR,93,69,112895700.0,112895700.0,4342142,763500,57.41,AL,E,1,Y,N,N,N,Toronto Blue Jays
2015,WSN,83,79,165485977.0,165485977.0,5910213,3000000,51.23,NL,E,2,N,N,N,N,Washington Nationals
2016,ARI,69,93,87439063.0,87439063.0,3363041,1387500,42.59,NL,W,4,N,N,N,N,Arizona Diamondbacks
2016,ATL,68,93,60860291.0,60860291.0,2254085,897500,42.24,NL,E,5,N,N,N,N,Atlanta Braves
2016,BAL,89,73,151700449.0,151700449.0,5231050,2800000,54.94,AL,E,2,N,Y,N,N,Baltimore Orioles
2016,BOS,93,69,160606261.0,160606261.0,6177164,950000,57.41,AL,E,1,Y,N,N,N,Boston Red Sox
2016,CHC,103,58,174130456.0,174130456.0,5617111,2500000,63.98,NL,C,1,Y,N,Y,Y,Chicago Cubs
2016,CHW,78,84,108873667.0,108873667.0,4536403,2625000,48.15,AL,C,4,N,N,N,N,Chicago White Sox
2016,CIN,68,94,89955059.0,89955059.0,2901776,525000,41.98,NL,C,5,N,N,N,N,Cincinnati Reds
2016,CLE,94,67,74311900.0,74311900.0,2752293,2000000,58.39,AL,C,1,Y,N,Y,N,Cleveland Indians
2016,COL,75,87,85645071.0,85645071.0,2762744,1000000,46.3,NL,W,3,N,N,N,N,Colorado Rockies
2016,DET,86,75,181376481.0,181376481.0,6254361,575000,53.42,AL,C,2,N,N,N,N,Detroit Tigers
2016,HOU,84,78,91893700.0,91893700.0,3281918,875000,51.85,AL,W,3,N,N,N,N,Houston Astros
2016,KCR,81,81,111287125.0,111287125.0,4451485,4225000,50.0,AL,C,3,N,N,N,N,Kansas City Royals
2016,LAA,74,88,137251333.0,137251333.0,5278897,1950000,45.68,AL,W,4,N,N,N,N,Los Angeles Angels of Anaheim
2016,LAD,91,71,192848022.0,191990880.0,6193254,3125000,56.17,NL,W,1,Y,N,N,N,Los Angeles Dodgers
2016,MIA,79,82,69306702.0,69306702.0,2566915,1350000,49.07,NL,E,3,N,N,N,N,Miami Marlins
2016,MIL,73,89,69282737.0,69282737.0,2234927,518100,45.06,NL,C,4,N,N,N,N,Milwaukee Brewers
2016,MIN,59,103,102583200.0,102583200.0,4274300,1812500,36.42,AL,C,5,N,N,N,N,Minnesota Twins
2016,NYM,87,75,133889129.0,133889129.0,4958857,2500000,53.7,NL,E,2,N,Y,N,N,New York Mets
2016,NYY,84,78,201997792.0,201997792.0,7214207,3650000,51.85,AL,E,4,N,N,N,N,New York Yankees
2016,OAK,69,93,75806234.0,75806234.0,2614008,1500000,42.59,AL,W,5,N,N,N,N,Oakland Athletics
2016,PHI,71,91,45980000.0,45980000.0,1642143,521500,43.83,NL,E,4,N,N,N,N,Philadelphia Phillies
2016,PIT,78,83,100603833.0,100603833.0,3869378,3000000,48.45,NL,C,3,N,N,N,N,Pittsburgh Pirates
2016,SDP,68,94,100399614.0,100399614.0,4015985,1000000,41.98,NL,W,5,N,N,N,N,San Diego Padres
2016,SEA,86,76,134457243.0,134457243.0,4979898,1500000,53.09,AL,W,2,N,N,N,N,Seattle Mariners
2016,SFG,87,75,171741278.0,171741278.0,7155887,5500000,53.7,NL,W,2,N,Y,N,N,San Francisco Giants
2016,STL,86,76,139378500.0,139378500.0,4645950,1575000,53.09,NL,C,2,N,N,N,N,St. Louis Cardinals
2016,TBR,68,94,57097310.0,57097310.0,2039190,711300,41.98,AL,E,5,N,N,N,N,Tampa Bay Rays
2016,TEX,95,67,128038723.0,128038723.0,4742175,1500000,58.64,AL,W,1,Y,N,N,N,Texas Rangers
2016,TOR,89,73,160701700.0,160701700.0,5356723,1525000,54.94,AL,E,2,N,Y,N,N,Toronto Blue Jays
2016,WSN,95,67,140603346.0,140603346.0,5858473,3000000,58.64,NL,E,1,Y,N,N,N,Washington Nationals
2017,ARI,93,69,90730499.0,90730499.0,3240375,1300000,57.41,NL,W,2,N,Y,N,N,Arizona Diamondbacks
2017,ATL,72,90,137339527.0,137339527.0,4577984,1250000,44.44,NL,E,3,N,N,N,N,Atlanta Braves
2017,BAL,75,87,161684185.0,161684185.0,5774435,3462500,46.3,AL,E,5,N,N,N,N,Baltimore Orioles
2017,BOS,93,69,174287098.0,174287098.0,5622164,1950000,57.41,AL,E,1,Y,N,N,N,Boston Red Sox
2017,CHC,92,70,170088502.0,170088502.0,6541865,2750000,56.79,NL,C,1,Y,N,N,N,Chicago Cubs
2017,CHW,67,95,109591167.0,109591167.0,3913970,875000,41.36,AL,C,4,N,N,N,N,Chicago White Sox
2017,CIN,68,94,82375785.0,82375785.0,2657283,567000,41.98,NL,C,5,N,N,N,N,Cincinnati Reds
2017,CLE,102,60,115991166.0,115991166.0,4142542,2950000,62.96,AL,C,1,Y,N,N,N,Cleveland Indians
2017,COL,87,75,101513571.0,101513571.0,3172299,545000,53.7,NL,W,3,N,Y,N,N,Colorado Rockies
2017,DET,64,98,180250600.0,180250600.0,6932715,1650000,39.51,AL,C,5,N,N,N,N,Detroit Tigers
2017,HOU,101,61,127443900.0,127443900.0,4720144,3725000,62.35,AL,W,1,Y,N,Y,Y,Houston Astros
2017,KCR,80,82,132091916.0,132091916.0,4717568,4000000,49.38,AL,C,3,N,N,N,N,Kansas City Royals
2017,LAA,80,82,143965833.0,143965833.0,4798861,2250000,49.38,AL,W,2,N,N,N,N,Los Angeles Angels of Anaheim
2017,LAD,104,58,187989811.0,187989811.0,6064187,2600000,64.2,NL,W,1,Y,N,Y,N,Los Angeles Dodgers
2017,MIA,77,85,115348302.0,115348302.0,4119582,2762500,47.53,NL,E,2,N,N,N,N,Miami Marlins
2017,MIL,86,76,61020089.0,61020089.0,2346927,545950,53.09,NL,C,2,N,N,N,N,Milwaukee Brewers
2017,MIN,85,77,100787500.0,100787500.0,3475431,600000,52.47,AL,C,2,N,Y,N,N,Minnesota Twins
2017,NYM,70,92,176284679.0,176284679.0,5686603,2200000,43.21,NL,E,4,N,N,N,N,New York Mets
2017,NYY,91,71,170389199.0,170389199.0,6310711,2290000,56.17,AL,E,2,N,Y,N,N,New York Yankees
2017,OAK,75,87,70601667.0,70601667.0,2353389,560000,46.3,AL,W,5,N,N,N,N,Oakland Athletics
2017,PHI,66,96,87418378.0,87418378.0,3362245,562500,40.74,NL,E,5,N,N,N,N,Philadelphia Phillies
2017,PIT,75,87,94637833.0,94637833.0,3639917,2962500,46.3,NL,C,4,N,N,N,N,Pittsburgh Pirates
2017,SDP,71,91,34574400.0,34574400.0,1115303,545800,43.83,NL,W,4,N,N,N,N,San Diego Padres
2017,SEA,78,84,155207720.0,155207720.0,5006701,1325000,48.15,AL,W,3,N,N,N,N,Seattle Mariners
2017,SFG,64,98,176531278.0,176531278.0,6304689,2000000,39.51,NL,W,5,N,N,N,N,San Francisco Giants
2017,STL,83,79,146630000.0,146630000.0,4887667,2762500,51.23,NL,C,3,N,N,N,N,St. Louis Cardinals
2017,TBR,80,82,69982520.0,69982520.0,2186954,1325000,49.38,AL,E,3,N,N,N,N,Tampa Bay Rays
2017,TEX,78,84,178431396.0,178431396.0,5247982,1850000,48.15,AL,W,4,N,N,N,N,Texas Rangers
2017,TOR,76,86,162353367.0,162353367.0,5598392,2887500,46.91,AL,E,4,N,N,N,N,Toronto Blue Jays
2017,WSN,97,65,162742157.0,162742157.0,6259314,4000000,59.88,NL,E,1,Y,N,N,N,Washington Nationals
2018,ARI,82,80,116038416.0,116038416.0,4144229,2500000,50.62,NL,W,3,N,N,N,N,Arizona Diamondbacks
2018,ATL,90,72,83306041.0,83306041.0,2872622,750000,55.56,NL,E,1,Y,N,N,N,Atlanta Braves
2018,BAL,47,115,141814118.0,157168830.0,5238961,2320000,29.01,AL,E,5,N,N,N,N,Baltimore Orioles
2018,BOS,108,54,206247686.0,206247686.0,6445240,2137500,66.67,AL,E,1,Y,N,Y,Y,Boston Red Sox
2018,CHC,95,68,175310002.0,181810002.0,6992692,3837500,58.28,NL,C,2,N,Y,N,N,Chicago Cubs
2018,CHW,62,100,73050333.0,86050333.0,3187049,1000000,38.27,AL,C,4,N,N,N,N,Chicago White Sox
2018,CIN,67,95,98801785.0,101718451.0,3178702,612500,41.36,NL,C,5,N,N,N,N,Cincinnati Reds
2018,CLE,91,71,111952167.0,138485500.0,4616183,2600000,56.17,AL,C,1,Y,N,N,N,Cleveland Indians
2018,COL,91,72,117328498.0,139728498.0,4818224,610000,55.83,NL,W,2,N,Y,N,N,Colorado Rockies
2018,DET,64,98,111286000.0,111286000.0,4121704,562000,39.51,AL,C,3,N,N,N,N,Detroit Tigers
2018,HOU,103,59,172038900.0,172038900.0,5734630,4300000,63.58,AL,W,1,Y,N,N,N,Houston Astros
2018,KCR,58,104,115483116.0,115483116.0,3725262,1000000,35.8,AL,C,5,N,N,N,N,Kansas City Royals
2018,LAA,80,82,171248332.0,171248332.0,6342531,2800000,49.38,AL,W,4,N,N,N,N,Los Angeles Angels of Anaheim
2018,LAD,92,71,157496785.0,177496785.0,5916560,2100000,56.44,NL,W,1,Y,N,Y,N,Los Angeles Dodgers
2018,MIA,63,98,85843000.0,85843000.0,2682594,1090000,39.13,NL,E,5,N,N,N,N,Miami Marlins
2018,MIL,96,67,83827856.0,91006427.0,3250230,1862500,58.9,NL,C,1,Y,N,N,N,Milwaukee Brewers
2018,MIN,78,84,129560000.0,129560000.0,4318667,1800000,48.15,AL,C,2,N,N,N,N,Minnesota Twins
2018,NYM,77,85,166261459.0,183861459.0,5931015,3475000,47.53,NL,E,4,N,N,N,N,New York Mets
2018,NYY,100,62,161305917.0,161305917.0,5760926,1206250,61.73,AL,E,2,N,Y,N,N,New York Yankees
2018,OAK,97,65,62652500.0,62652500.0,2088417,555000,59.88,AL,W,2,N,Y,N,N,Oakland Athletics
2018,PHI,80,82,74688166.0,94354832.0,3145161,564500,49.38,NL,E,3,N,N,N,N,Philadelphia Phillies
2018,PIT,82,79,81335833.0,84585833.0,2916753,571000,50.93,NL,C,4,N,N,N,N,Pittsburgh Pirates
2018,SDP,66,96,73716532.0,73716532.0,2377953,566800,40.74,NL,W,5,N,N,N,N,San Diego Padres
2018,SEA,89,73,141303943.0,165303943.0,5903712,1900000,54.94,AL,W,3,N,N,N,N,Seattle Mariners
2018,SFG,73,89,184499166.0,207010277.0,7138285,2500000,45.06,NL,W,4,N,N,N,N,San Francisco Giants
2018,STL,88,74,101583666.0,145166999.0,5184536,1835000,54.32,NL,C,3,N,N,N,N,St. Louis Cardinals
2018,TBR,90,72,63147666.0,69905999.0,2589111,720000,55.56,AL,E,3,N,N,N,N,Tampa Bay Rays
2018,TEX,67,95,110154583.0,129237916.0,4038685,1025000,41.36,AL,W,5,N,N,N,N,Texas Rangers
2018,TOR,73,89,144122200.0,145550771.0,5018992,2600000,45.06,AL,E,4,N,N,N,N,Toronto Blue Jays
2018,WSN,82,80,141622200.0,180193627.0,6006454,3500000,50.62,NL,E,2,N,N,N,N,Washington Nationals
